index,keyword_text,esi_1_count,esi_2_count,esi_3_count,esi_4_count,esi_5_count,sample_size,haf,mode_esi_raw,base_esi,is_red_flag,risk_tier,resource_estimate,high_acuity_pct
17774,s p dragged by cab,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
17775,s p drowning,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
17776,s p dysphasia hemiparesis,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17778,s p egd,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17733,s p chest discomfort,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17731,s p chemical exposure,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17730,s p chemical burn,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17729,s p ccy,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17683,s p assault mouth injury,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17684,s p assault pregnancy issues 20 wk,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17685,s p assault psych,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17686,s p assault right eye floaters,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17687,s p assault.,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17690,s p asystole,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17692,s p atv crash,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
17693,s p atv vs tree,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17694,s p avm repair,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17695,s p baseball head,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17696,s p bat exposure,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17699,s p bicycle fall,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17703,s p bike accident shoulder pain,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17704,s p bike accident vision changes,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17706,s p biopseys,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17707,s p bite,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17708,s p bladder resection,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
17709,s p blunt trauma head,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17710,s p blurred vision,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17711,s p blurry vision,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
17714,s p breast biopsy bleeding,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17715,s p breast surg,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17718,s p c p,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17719,s p c section,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17720,s p cabg,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17721,s p cabg 6 days ago,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17722,s p cabg chf,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17724,s p cardiac s s,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17727,s p cat scratch,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17601,ruq abdomial pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17598,ruptured spleen,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17597,ruptured ovarian cyst,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17475,rt eye irritation,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17456,rt anikle infection,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17457,rt ankle edema,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17458,rt ankle injury,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17461,rt arm cellulitis,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17462,rt arm injury,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17464,rt arm pain swelling,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17465,rt arm swelling,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17466,rt back pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17467,rt breast pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17470,rt chest pain abdominal pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17471,rt clavicle fracture,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17472,rt ear pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17473,rt elbow cellulitis,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17474,rt elbow redness,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17478,rt facial droop,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
17596,ruptured gallbladder,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17479,rt facial numbness,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17480,rt facial pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17482,rt femer pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17486,rt flank pain.,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17487,rt foot bleeding,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17488,rt foot fracture,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17490,rt foot injury,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17492,rt foot pain edema,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17493,rt foot swelling,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17494,rt foot wound,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17495,rt fp,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17496,rt groain pain,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17498,rt hand,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17499,rt hand infection,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17455,rt abdominal mass,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17454,rt 3rd nerve palsy,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17453,rt,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17452,rsided pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17415,rlq abdominal right flank pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17416,rlq abscess on ct,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17417,rlq ap,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17419,rlq mass,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17421,rlq pain dizziness,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17422,rlq pain flank pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17423,rlq pain preg,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17424,rlq pain r leg pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17425,rlq pain s p bx,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17426,rlq pain transfer,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17427,rlq pain vag. bleed,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17428,rlq pain vomiting,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17429,rlq pelvic pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17430,rlq r flank pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17432,rlq right groin pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17433,rlqpain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17434,rltis,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17435,rms obstruction,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17438,rodent bite,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17439,roght foot pain,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17440,rolled l ankle fall,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17441,rolled r ankle,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17443,rom,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17445,room spinning head pain,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17446,room spinning ms,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17448,rp bleeding,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17449,rpa transfer,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
17450,rph,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17451,rsided abdominal pain around back,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17501,rt hand swelling,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17502,rt hip fracture,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17504,rt knee calf pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17547,rt. shoulder pain,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17549,rt.ankle,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17553,rt.groin pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17555,rt.knee injury,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17556,rt.knee pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17558,rt.leg pain s p fall,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17559,rt.little toe injury,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17560,rt.lqp,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17561,rt.lqpain,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17562,rtthoracic pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17563,ru lq pain,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17565,rue bump,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17566,rue cast pain,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17567,rue cellulitis,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17569,rue dvt,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17571,rue injury req,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17575,rue picc line pulled,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17576,rue picc line redness,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17579,rue swelling abscess fever,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17580,rue swelling s p humerus fracture,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17582,rue weakness numbness,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17583,rue weakness resolved,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17584,rule out pe,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17585,runner weakness,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17586,running out oxygen,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17588,runny nose diarrhea,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17589,runs vtach,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17590,rupture right lower extremity pain graft,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17592,ruptured appe,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17595,ruptured ectopic,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
17548,rt. sided tingling,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17546,rt. sgoulder injury,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17505,rt knee laceration,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17545,rt. renal obstruction,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17507,rt knee swelling,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17509,rt leg wound,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17510,rt lower abdominal pain,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17511,rt lung pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17513,rt post tibial artery occl,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17514,rt rib pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17515,rt shin pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17517,rt side pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17518,rt side trigeminal neuralgia,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17519,rt sided chest pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17520,rt sided numbness,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
17521,rt sided pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17522,rt sided weakness,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17523,rt thumb splinter,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17524,rt toe injury,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17526,rt wrist lesion,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17527,rt wrist pain,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
17528,rt. abdo pain,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17530,rt. ankle injury.,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17531,rt. ankle pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17532,rt. arm pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17533,rt. calf pain,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
17535,rt. finger pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17537,rt. foot injury,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17538,rt. foot ulcer,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17539,rt. hand pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17540,rt. hip pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17542,rt. leg injury,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
17544,rt. middle finger laceration,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
12430,nausea since concert,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
10704,left leg surgery,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
12428,nausea shaky,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4144,cut self on lfa,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4151,cutting behaviours,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4150,cutting behavior self harm,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4149,cutting behavior,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4148,cutting abdominal thigh,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4146,cuts wrists,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4145,cuts self,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4143,cut g tube,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4153,cutting self,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4141,cultures,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4140,cta final read abnormal,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4139,ct scan showing clot,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4138,ct scan,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4137,ct results,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4136,ct dislodged,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4152,cutting left arm,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4155,cva l frontal infarct,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4269,decreased stoma output,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4166,cvl line,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4172,cyanotic leg,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4171,cyanotic left ring finger,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4170,cyanotic finger,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4169,cyanotic feet,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4168,cxr abnl,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4167,cw pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4165,cva vs tia,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4156,cva needs neuro,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4164,cva vs seizure,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4163,cva unresponsive,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4160,cva tia,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4159,cva s s,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4158,cva s p tpa,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4157,cva post tpa,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4134,cspine fracture tx,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4132,csf rhinorrhea,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4130,crying lot,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4094,coumadin,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4101,crack pipe,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4099,cr 2.2,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4098,cr,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4097,cpressure,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4096,coxxyx pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4095,counselor,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4093,coughing weeks,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4129,crying,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4092,coughing choking,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4091,coughing blood relapse,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4088,cough..,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4086,cough x 2 months,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4085,cough x 1 month,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4082,cough wheeze,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4102,cracked tooth,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
4104,cramping bleeding,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4107,cramps in legs,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4108,cramps preg,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4109,crani,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4110,creat,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4111,creat elevated,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4113,crf,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4115,critical ill,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4117,crohns elevated wbc,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4121,crush injury abdominal,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4123,crush injury l arm,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4124,crush injury left 3rd,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4125,crush injury left chest pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4126,crush injury left hand,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4127,crush injury right hand,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4128,crushed finger,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4174,cyclic vomitting,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4176,cyclist struck by vehicle,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4177,cyclist vs car,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4233,decrease appetite,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4240,decreased appetite headache,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4238,decreased,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4237,decrease sensation ble,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4236,decrease hearing,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
4235,decrease fetal movement,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4234,decrease eating,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4232,decrased level consciousness.,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4224,dec urine output,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4231,decr po intake,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4230,declining vision,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4229,declining ms,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4228,declining mental status,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4227,declining health,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4226,deceased,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4241,decreased eye movement,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4244,decreased floey output,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4245,decreased hand mobility,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4246,decreased hct,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4248,decreased hearing in r ear,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
4249,decreased hearing l ear,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4252,decreased hr,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4254,decreased intake,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4255,decreased loc,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4256,decreased ms,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4257,decreased muscle control,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4259,decreased platelets,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4262,decreased po intake vomiting,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4263,decreased pulses,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4264,decreased right dp,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4265,decreased right hand strength,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4267,decreased sats,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4225,dec urine output leg ulcers,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4223,dec po intake,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4179,cyst abcess,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4187,cyst on back,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4194,cystic mass,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4193,cyst transfer,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4192,cyst tailbone,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4191,cyst removal,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4190,cyst r thigh,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4188,cyst on head,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4186,cyst l thigh,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
4222,de sat,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4185,cyst l buttock,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4184,cyst l breast,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
4183,cyst inner thigh,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4182,cyst in back,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4181,cyst i,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4180,cyst abdominal pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4196,cysts on neck,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4197,d abscess,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4198,d at 7 weeks pregnant,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4200,d site bleeding,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4202,dark,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4203,dark brown urine,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4204,dark cloudy urine,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4206,dark colostomy output,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4208,dark stool shortness breath,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
4209,dark stool x1,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4211,dark stools lethargy,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4212,dark stools shortness breath,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4216,dark urine chills,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4217,dark urine flank pain,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4218,dark urine light stool,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4220,ddimer dyspnea,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4221,de access port,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
4080,cough weak,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
4079,cough upper respiratory infection sx,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
4078,cough upper respiratory infection,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
3950,constapation,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
3959,constipation leakage,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
3958,constipation headache,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
3957,constipation fever,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
3956,constipation fecal impaction,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
3952,constiation,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
3951,consti pation,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
3949,consitant menstation,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
3937,congested trach,0,1,0,0,0,1,1.0,2,2,True,high,3,100.0
3946,conjunctival hemmorrage dizzy,1,0,0,0,0,1,1.0,1,2,True,high,3,100.0
3945,conjunctival hemmorhage,0,0,0,1,0,1,0.0,4,4,False,mode_based,1,0.0
3943,congestion sore throat,0,0,1,0,0,1,0.0,3,3,False,mode_based,2,0.0
